Effect_ID,Paper_ID,Disease_Prevalence,Unit_Prevalence,DiseasePrev_SE,SourcePrev,Year,Month,SourceYear,Location,SourceLocation,Region_HoeghGuldberg,Region_Kleypas,Lat,Lon,SourceLatLon,SST_C,SourceTemp,Notes
EI0591,CD088,2.9,%,0.96,Table 1,2011,Jan-Feb,Table 1,Western Hawai'i,Figure 1,Western Pacific,Polynesia,19.57108,-155.96475,"GoogleMaps Keauhou Bay, HI",,,
EI0592,CD088,0.14,%,0.14,Table 1,2011,Jan-Feb,Table 1,Western Hawai'i,Figure 1,Western Pacific,Polynesia,19.57108,-155.96475,"GoogleMaps Keauhou Bay, HI",,,
EI0593,CD089,0.2,%,,Table 1,1988,Sep-Nov,Methods p162,Virgin Islands,Methods p162,Caribbean & Gulf of Mexico,Caribbean/Atlantic,18.369444,-64.724722,"Table 1 Leinster Bay, St John, GoogleMaps",,,
,CD090,54.7,%,,Table 1,2000,Nov-Oct,Materials and Methods Tumor Frequency and distribution -field study p98,Guiri Guiri reef,Materials and Methods Study site p98,Eastern Pacific,East Pacific,10.59317,-85.73544,"Figure 1, GoogleMaps",,,
EI0594,CD091,12.205882,%,1.7647059,Figure 4,1997,Apr,Figure 4,"Gayraca, Tayrona Natural Park, Colombia",Methods Study area p619,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.31873,-74.10829,"Methods Study area p619, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 9
EI0595,CD091,7.5,%,1.0294118,Figure 4,1997,Apr,Figure 4,"Chengue, Tayrona Natural Park, Colombia",Methods Study area p619,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.31734,-74.13297,"Methods Study area p619, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0596,CD091,0,%,0,Figure 4,1997,Apr,Figure 4,"Granate, Tayrona Natural Park, Colombia",Methods Study area p619,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.27205,-74.19651,"Methods Study area p619, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0597,CD091,15,%,4.1176471,Figure 4,1997,Jul,Figure 4,"Gayraca, Tayrona Natural Park, Colombia",Methods Study area p619,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.31873,-74.10829,"Methods Study area p619, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 9
EI0598,CD091,7.058824,%,1.7647059,Figure 4,1997,Jul,Figure 4,"Chengue, Tayrona Natural Park, Colombia",Methods Study area p619,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.31734,-74.13297,"Methods Study area p619, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0599,CD091,4.705882,%,0.7352941,Figure 4,1997,Jul,Figure 4,"Granate, Tayrona Natural Park, Colombia",Methods Study area p619,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.27205,-74.19651,"Methods Study area p619, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0600,CD091,14.264706,%,1.4705882,Figure 4,1997,Oct,Figure 4,"Gayraca, Tayrona Natural Park, Colombia",Methods Study area p619,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.31873,-74.10829,"Methods Study area p619, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 9
EI0601,CD091,9.264706,%,2.6470588,Figure 4,1997,Oct,Figure 4,"Chengue, Tayrona Natural Park, Colombia",Methods Study area p619,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.31734,-74.13297,"Methods Study area p619, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0602,CD091,5.882353,%,1.1764706,Figure 4,1997,Oct,Figure 4,"Granate, Tayrona Natural Park, Colombia",Methods Study area p619,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.27205,-74.19651,"Methods Study area p619, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0603,CD091,11.176471,%,2.5,Figure 4,1997,Dec,Figure 4,"Gayraca, Tayrona Natural Park, Colombia",Methods Study area p619,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.31873,-74.10829,"Methods Study area p619, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 9
EI0604,CD091,5.441176,%,1.9117647,Figure 4,1997,Dec,Figure 4,"Chengue, Tayrona Natural Park, Colombia",Methods Study area p619,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.31734,-74.13297,"Methods Study area p619, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0605,CD091,3.382353,%,1.7647059,Figure 4,1997,Dec,Figure 4,"Granate, Tayrona Natural Park, Colombia",Methods Study area p619,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.27205,-74.19651,"Methods Study area p619, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0606,CD091,11.323529,%,1.1764706,Figure 4,1998,Feb,Figure 4,"Gayraca, Tayrona Natural Park, Colombia",Methods Study area p619,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.31873,-74.10829,"Methods Study area p619, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 9
EI0607,CD091,3.823529,%,1.3235294,Figure 4,1998,Feb,Figure 4,"Chengue, Tayrona Natural Park, Colombia",Methods Study area p619,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.31734,-74.13297,"Methods Study area p619, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0608,CD091,1.617647,%,0.8823529,Figure 4,1998,Feb,Figure 4,"Granate, Tayrona Natural Park, Colombia",Methods Study area p619,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.27205,-74.19651,"Methods Study area p619, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0609,CD091,16.617647,%,0.8823529,Figure 4,1998,Apr,Figure 4,"Gayraca, Tayrona Natural Park, Colombia",Methods Study area p619,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.31873,-74.10829,"Methods Study area p619, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 9
EI0610,CD091,6.323529,%,2.2058824,Figure 4,1998,Apr,Figure 4,"Chengue, Tayrona Natural Park, Colombia",Methods Study area p619,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.31734,-74.13297,"Methods Study area p619, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0611,CD091,3.088235,%,1.3235294,Figure 4,1998,Apr,Figure 4,"Granate, Tayrona Natural Park, Colombia",Methods Study area p619,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.27205,-74.19651,"Methods Study area p619, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0612,CD091,11.764706,%,1.4705882,Figure 4,1998,Jun,Figure 4,"Gayraca, Tayrona Natural Park, Colombia",Methods Study area p619,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.31873,-74.10829,"Methods Study area p619, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 9
EI0613,CD091,5.147059,%,2.6470588,Figure 4,1998,Jun,Figure 4,"Chengue, Tayrona Natural Park, Colombia",Methods Study area p619,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.31734,-74.13297,"Methods Study area p619, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0614,CD091,3.970588,%,2.0588235,Figure 4,1998,Jun,Figure 4,"Granate, Tayrona Natural Park, Colombia",Methods Study area p619,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.27205,-74.19651,"Methods Study area p619, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0615,CD091,16.617647,%,3.2352941,Figure 4,1998,Aug,Figure 4,"Gayraca, Tayrona Natural Park, Colombia",Methods Study area p619,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.31873,-74.10829,"Methods Study area p619, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 9
EI0616,CD091,8.529412,%,1.9117647,Figure 4,1998,Aug,Figure 4,"Chengue, Tayrona Natural Park, Colombia",Methods Study area p619,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.31734,-74.13297,"Methods Study area p619, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0617,CD091,0,%,0,Figure 4,1998,Aug,Figure 4,"Granate, Tayrona Natural Park, Colombia",Methods Study area p619,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.27205,-74.19651,"Methods Study area p619, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0618,CD091,8.088235,%,2.2058824,Figure 4,1998,Oct,Figure 4,"Gayraca, Tayrona Natural Park, Colombia",Methods Study area p619,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.31873,-74.10829,"Methods Study area p619, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 9
EI0619,CD091,1.470588,%,1.6176471,Figure 4,1998,Oct,Figure 4,"Chengue, Tayrona Natural Park, Colombia",Methods Study area p619,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.31734,-74.13297,"Methods Study area p619, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0620,CD091,0,%,0,Figure 4,1998,Oct,Figure 4,"Granate, Tayrona Natural Park, Colombia",Methods Study area p619,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.27205,-74.19651,"Methods Study area p619, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0621,CD091,7.794118,%,0.5882353,Figure 4,1998,Dec,Figure 4,"Gayraca, Tayrona Natural Park, Colombia",Methods Study area p619,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.31873,-74.10829,"Methods Study area p619, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 9
EI0622,CD091,3.970588,%,1.9117647,Figure 4,1998,Dec,Figure 4,"Chengue, Tayrona Natural Park, Colombia",Methods Study area p619,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.31734,-74.13297,"Methods Study area p619, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0623,CD091,0,%,0,Figure 4,1998,Dec,Figure 4,"Granate, Tayrona Natural Park, Colombia",Methods Study area p619,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.27205,-74.19651,"Methods Study area p619, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0624,CD092,0.91,%,,Table 2,2004,Jul-Sep,Table 2,Bermuda,Materials and Methods Spatial patterns of coral cover and disease prevalence p81,Caribbean & Gulf of Mexico,Caribbean/Atlantic,32.30506,-64.73344,"Figure 1, GoogleMaps",,,
EI0625,CD092,0.02,%,,Table 2,2004,Jul-Sep,Table 2,Bermuda,Materials and Methods Spatial patterns of coral cover and disease prevalence p81,Caribbean & Gulf of Mexico,Caribbean/Atlantic,32.30506,-64.73344,"Figure 1, GoogleMaps",,,
EI0626,CD092,0,%,,Table 2,2004,Jul-Sep,Table 2,Bermuda,Materials and Methods Spatial patterns of coral cover and disease prevalence p81,Caribbean & Gulf of Mexico,Caribbean/Atlantic,32.30506,-64.73344,"Figure 1, GoogleMaps",,,
EI0627,CD092,0.59,%,,Table 2,2004,Jul-Sep,Table 2,Bermuda,Materials and Methods Spatial patterns of coral cover and disease prevalence p81,Caribbean & Gulf of Mexico,Caribbean/Atlantic,32.30506,-64.73344,"Figure 1, GoogleMaps",,,
EI0628,CD092,0,%,,Table 2,2004,Jul-Sep,Table 2,Bermuda,Materials and Methods Spatial patterns of coral cover and disease prevalence p81,Caribbean & Gulf of Mexico,Caribbean/Atlantic,32.30506,-64.73344,"Figure 1, GoogleMaps",,,
EI0629,CD092,0.59,%,,Table 2,2005,Jul-Sep,Table 2,Bermuda,Materials and Methods Spatial patterns of coral cover and disease prevalence p81,Caribbean & Gulf of Mexico,Caribbean/Atlantic,32.30506,-64.73344,"Figure 1, GoogleMaps",,,
EI0630,CD092,0,%,,Table 2,2005,Jul-Sep,Table 2,Bermuda,Materials and Methods Spatial patterns of coral cover and disease prevalence p81,Caribbean & Gulf of Mexico,Caribbean/Atlantic,32.30506,-64.73344,"Figure 1, GoogleMaps",,,
EI0631,CD092,0.05,%,,Table 2,2005,Jul-Sep,Table 2,Bermuda,Materials and Methods Spatial patterns of coral cover and disease prevalence p81,Caribbean & Gulf of Mexico,Caribbean/Atlantic,32.30506,-64.73344,"Figure 1, GoogleMaps",,,
EI0632,CD092,0.5,%,,Table 2,2005,Jul-Sep,Table 2,Bermuda,Materials and Methods Spatial patterns of coral cover and disease prevalence p81,Caribbean & Gulf of Mexico,Caribbean/Atlantic,32.30506,-64.73344,"Figure 1, GoogleMaps",,,
EI0633,CD092,0.01,%,,Table 2,2005,Jul-Sep,Table 2,Bermuda,Materials and Methods Spatial patterns of coral cover and disease prevalence p81,Caribbean & Gulf of Mexico,Caribbean/Atlantic,32.30506,-64.73344,"Figure 1, GoogleMaps",,,
EI0634,CD092,0.35,%,,Table 2,2006,Jul-Sep,Table 2,Bermuda,Materials and Methods Spatial patterns of coral cover and disease prevalence p81,Caribbean & Gulf of Mexico,Caribbean/Atlantic,32.30506,-64.73344,"Figure 1, GoogleMaps",,,
EI0635,CD092,0.01,%,,Table 2,2006,Jul-Sep,Table 2,Bermuda,Materials and Methods Spatial patterns of coral cover and disease prevalence p81,Caribbean & Gulf of Mexico,Caribbean/Atlantic,32.30506,-64.73344,"Figure 1, GoogleMaps",,,
EI0636,CD092,0.09,%,,Table 2,2006,Jul-Sep,Table 2,Bermuda,Materials and Methods Spatial patterns of coral cover and disease prevalence p81,Caribbean & Gulf of Mexico,Caribbean/Atlantic,32.30506,-64.73344,"Figure 1, GoogleMaps",,,
EI0637,CD092,0.21,%,,Table 2,2006,Jul-Sep,Table 2,Bermuda,Materials and Methods Spatial patterns of coral cover and disease prevalence p81,Caribbean & Gulf of Mexico,Caribbean/Atlantic,32.30506,-64.73344,"Figure 1, GoogleMaps",,,
EI0638,CD092,0,%,,Table 2,2006,Jul-Sep,Table 2,Bermuda,Materials and Methods Spatial patterns of coral cover and disease prevalence p81,Caribbean & Gulf of Mexico,Caribbean/Atlantic,32.30506,-64.73344,"Figure 1, GoogleMaps",,,
EI0639,CD092,0.23,%,,Table 2,2007,Jul-Sep,Table 2,Bermuda,Materials and Methods Spatial patterns of coral cover and disease prevalence p81,Caribbean & Gulf of Mexico,Caribbean/Atlantic,32.30506,-64.73344,"Figure 1, GoogleMaps",,,
EI0640,CD092,0.01,%,,Table 2,2007,Jul-Sep,Table 2,Bermuda,Materials and Methods Spatial patterns of coral cover and disease prevalence p81,Caribbean & Gulf of Mexico,Caribbean/Atlantic,32.30506,-64.73344,"Figure 1, GoogleMaps",,,
EI0641,CD092,0,%,,Table 2,2007,Jul-Sep,Table 2,Bermuda,Materials and Methods Spatial patterns of coral cover and disease prevalence p81,Caribbean & Gulf of Mexico,Caribbean/Atlantic,32.30506,-64.73344,"Figure 1, GoogleMaps",,,
EI0642,CD092,0.22,%,,Table 2,2007,Jul-Sep,Table 2,Bermuda,Materials and Methods Spatial patterns of coral cover and disease prevalence p81,Caribbean & Gulf of Mexico,Caribbean/Atlantic,32.30506,-64.73344,"Figure 1, GoogleMaps",,,
EI0643,CD092,0.15,%,,Table 2,2008,Jul-Sep,Table 2,Bermuda,Materials and Methods Spatial patterns of coral cover and disease prevalence p81,Caribbean & Gulf of Mexico,Caribbean/Atlantic,32.30506,-64.73344,"Figure 1, GoogleMaps",,,
EI0644,CD092,0,%,,Table 2,2008,Jul-Sep,Table 2,Bermuda,Materials and Methods Spatial patterns of coral cover and disease prevalence p81,Caribbean & Gulf of Mexico,Caribbean/Atlantic,32.30506,-64.73344,"Figure 1, GoogleMaps",,,
EI0645,CD092,0,%,,Table 2,2008,Jul-Sep,Table 2,Bermuda,Materials and Methods Spatial patterns of coral cover and disease prevalence p81,Caribbean & Gulf of Mexico,Caribbean/Atlantic,32.30506,-64.73344,"Figure 1, GoogleMaps",,,
EI0646,CD092,0.11,%,,Table 2,2008,Jul-Sep,Table 2,Bermuda,Materials and Methods Spatial patterns of coral cover and disease prevalence p81,Caribbean & Gulf of Mexico,Caribbean/Atlantic,32.30506,-64.73344,"Figure 1, GoogleMaps",,,
EI0647,CD093,2,%,,Table 2,1996,0,Table 2,"Triangulos Este, Campeche Bank Gulf of Mexico",Materials and Methods Study sites p4,Caribbean & Gulf of Mexico,Caribbean/Atlantic,21.86045,-92.53477,"Figure 1, GoogleMaps",,,
EI0648,CD093,37,%,,Table 2,2001,0,Table 2,"Triangulos Este, Campeche Bank Gulf of Mexico",Materials and Methods Study sites p4,Caribbean & Gulf of Mexico,Caribbean/Atlantic,21.86045,-92.53477,"Figure 1, GoogleMaps",,,
EI0649,CD093,4,%,,Table 2,1996,0,Table 2,"Cayos Arcas, Campeche Bank Gulf of Mexico",Materials and Methods Study sites p4,Caribbean & Gulf of Mexico,Caribbean/Atlantic,21.15902,-91.95568,GoogleMaps Cayos Arcas,,,
EI0650,CD093,34,%,,Table 2,2001,0,Table 2,"Cayos Arcas, Campeche Bank Gulf of Mexico",Materials and Methods Study sites p4,Caribbean & Gulf of Mexico,Caribbean/Atlantic,21.15902,-91.95568,GoogleMaps Cayos Arcas,,,
EI0651,CD093,0,%,,Table 2,1998,0,Table 2,"Puerto Morelos, Yucatan Peninsula",Materials and Methods Study sites p4,Caribbean & Gulf of Mexico,Caribbean/Atlantic,20.84922,-86.87585,GoogleMaps Puerto Morelo,,,
EI0652,CD093,26,%,,Table 2,2001,0,Table 2,"Puerto Morelos, Yucatan Peninsula",Materials and Methods Study sites p4,Caribbean & Gulf of Mexico,Caribbean/Atlantic,20.84922,-86.87585,GoogleMaps Puerto Morelo,,,
EI0653,CD094,2.4,%,,Table 1,2003,Mar-Apr,Materials and Methods Gradient study p11,"Lalaan, San Jose, Negros Island",Table 1,Coral Triangle & SE Asia,Southeast Asia,10.99999993,122.3793944,GoogleMaps Visayas,,,
EI0654,CD094,2.4,%,,Table 1,2003,Mar-Apr,Materials and Methods Gradient study p11,"Calo River, Negros Island",Table 1,Coral Triangle & SE Asia,Southeast Asia,10.99999993,122.3793944,GoogleMaps Visayas,,,
EI0655,CD094,2.7,%,,Table 1,2003,Mar-Apr,Materials and Methods Gradient study p11,"Cangmating, Negros Island",Table 1,Coral Triangle & SE Asia,Southeast Asia,10.99999993,122.3793944,GoogleMaps Visayas,,,
EI0656,CD094,1.2,%,,Table 1,2003,Mar-Apr,Materials and Methods Gradient study p11,"Maslog River, Negros Island",Table 1,Coral Triangle & SE Asia,Southeast Asia,10.99999993,122.3793944,GoogleMaps Visayas,,,
EI0657,CD094,18.5,%,,Table 1,2003,Mar-Apr,Materials and Methods Gradient study p11,"Caloncalong Pt, Negros Island",Table 1,Coral Triangle & SE Asia,Southeast Asia,10.99999993,122.3793944,GoogleMaps Visayas,,,
EI0658,CD094,14.3,%,,Table 1,2003,Mar-Apr,Materials and Methods Gradient study p11,"Agan-an North, Negros Island",Table 1,Coral Triangle & SE Asia,Southeast Asia,10.99999993,122.3793944,GoogleMaps Visayas,,,
EI0659,CD094,5.3,%,,Table 1,2003,Mar-Apr,Materials and Methods Gradient study p11,"Agan-an South, Negros Island",Table 1,Coral Triangle & SE Asia,Southeast Asia,10.99999993,122.3793944,GoogleMaps Visayas,,,
EI0660,CD094,4.7,%,,Table 1,2003,Mar-Apr,Materials and Methods Gradient study p11,"Airport Runway, Negros Island",Table 1,Coral Triangle & SE Asia,Southeast Asia,10.99999993,122.3793944,GoogleMaps Visayas,,,
EI0661,CD094,29.4,%,,Table 1,2003,Mar-Apr,Materials and Methods Gradient study p11,"Piapi, Escano, Negros Island",Table 1,Coral Triangle & SE Asia,Southeast Asia,10.99999993,122.3793944,GoogleMaps Visayas,,,
EI0662,CD094,43.6,%,,Table 1,2003,Mar-Apr,Materials and Methods Gradient study p11,"Looc, Dumaguete City Pier, Negros Island",Table 1,Coral Triangle & SE Asia,Southeast Asia,10.99999993,122.3793944,GoogleMaps Visayas,,,
EI0663,CD094,0,%,,Table 1,2003,Mar-Apr,Materials and Methods Gradient study p11,"Mangnao, Negros Island",Table 1,Coral Triangle & SE Asia,Southeast Asia,10.99999993,122.3793944,GoogleMaps Visayas,,,
EI0664,CD094,0.3,%,,Table 1,2003,Mar-Apr,Materials and Methods Gradient study p11,"Banilad, Negros Island",Table 1,Coral Triangle & SE Asia,Southeast Asia,10.99999993,122.3793944,GoogleMaps Visayas,,,
EI0665,CD094,1.8,%,,Table 1,2003,Mar-Apr,Materials and Methods Gradient study p11,"Poblacion, Negros Island",Table 1,Coral Triangle & SE Asia,Southeast Asia,10.99999993,122.3793944,GoogleMaps Visayas,,,
EI0666,CD094,0,%,,Table 1,2003,Mar-Apr,Materials and Methods Gradient study p11,"Masaplod, Negros Island",Table 1,Coral Triangle & SE Asia,Southeast Asia,10.99999993,122.3793944,GoogleMaps Visayas,,,
EI0667,CD094,0.4,%,,Table 1,2003,Mar-Apr,Materials and Methods Gradient study p11,"Bonbonan, Negros Island",Table 1,Coral Triangle & SE Asia,Southeast Asia,10.99999993,122.3793944,GoogleMaps Visayas,,,
EI0668,CD094,0.9,%,,Table 1,2003,Apr-May,Materials and Methods Region-wide study p11,Sillon Island,Table 1,Coral Triangle & SE Asia,Southeast Asia,10.99999993,122.3793944,GoogleMaps Visayas,,,
EI0669,CD094,0,%,,Table 1,2003,Apr-May,Materials and Methods Region-wide study p11,"Panagsama, Cebu",Table 1,Coral Triangle & SE Asia,Southeast Asia,10.99999993,122.3793944,GoogleMaps Visayas,,,
